id,label_0,label_1,label_2
7a3dd79f90ee419da87190cff60f7a86,0.0008965501,0.12912239,0.86998105
8c5bda93e4ba401f90a0faa5b28fe57f,0.000334056,0.82843477,0.17123121
1aa777fed31a4b8a9d866f05b5477557,3.6439756e-06,0.00011749158,0.99987876
6c67ac55360340258e157f3710ebae6c,6.420264e-06,0.00014852575,0.999845
4760de6f94e249cd8d8cd5634fd8dc5a,3.5911055e-06,0.0001167988,0.9998796
8c35b37b2a8a4884b3b8071b879e6fa6,6.5797517e-06,0.0005022934,0.9994911
3b27c107b5134e9dabda161b4fb2c353,0.000329919,0.97663033,0.02303979
167c5e0e39164b5fad96391422cc166d,3.5923038e-06,0.00011502956,0.9998814
51d757b893294b2693ddd16d94356d2d,0.9998418,0.00015083184,7.3515007e-06
75b82083f4e64f71a4158e3e70dc7570,3.588393e-06,0.00011721364,0.99987924
49dc9c30eba34326abd6a25f4fda0cb2,0.00012955596,0.99981815,5.2370204e-05
44f1061953e5465d9a759335f9053b5c,0.00012978134,0.999814,5.623272e-05
92b857a31e3d43afb60a456e7df10de5,0.00052734243,0.06369974,0.9357729
f9a16a24016b438bbac3649c29081b6a,0.00030298193,0.9445685,0.055128474
c64492909b394ec5b181e173c3e1af45,0.0002651579,0.9907274,0.00900742
9d80089f81554f16907f4f8bf49467e4,3.6096862e-06,0.00011639011,0.9998801
a12f9e0003b7466787003c5ec24b7fe6,3.5892756e-06,0.00011732467,0.9998791
d26d0c55cb374fed8fd5dc3e9c0ad322,0.00019181437,0.30041054,0.6993976
625deff4090447ba90cb80146efac603,0.9498222,0.050030574,0.00014732164
025c24d1dd63423f832702bfcd83d7f0,3.824871e-06,0.000114601244,0.9998816
d898d077ff484f6e9141b38387e5b929,0.00010733537,0.9998529,3.976635e-05
b2ec8c1a559f445683cfcd3da660b8bc,1.1196067e-05,0.0006427117,0.9993461
4607ce7bf5df45ec9bbbac6ba677ffd8,0.00029903013,0.7662205,0.23348044
9f4597194c3344d7a08922ca8edf276b,0.0001224961,0.9958864,0.0039911065
0a04043050734041a2cd1986754b6e6b,3.6098859e-06,0.000115387695,0.999881
814c3288c609494fa4e9b2a86103095e,7.650273e-06,0.00055665104,0.9994357
70ff1cd55a6940918772f628d0411c65,4.6034897e-06,0.0001675401,0.99982774
c0ce0addc1914ec497e9387004ccea31,0.8650568,0.101187445,0.03375581
f54ad1ee67094733a906e07787ee6246,0.8182154,0.18131115,0.0004734521
d57a41b84cd94554bc924228e97daebd,0.2345707,0.37782428,0.387605
89a78cde3af34bce9b095300cd930e11,0.07779435,0.9218947,0.00031090586
b410fc0fa48d4f2d8e539ca77bbdfc3e,0.03619195,0.030571286,0.9332367
e10f455a87ff4b84a2c08b32cd4bc3d6,0.061295465,0.012600315,0.92610425
f43a811e798c4761b4786f38ab31e887,1.1966759e-05,0.0018563305,0.9981317
c10e016975c640a3abd1469c16e0e78f,0.0013261511,0.0064138356,0.99226004
86157c0fdc584394add1c70c7ff29be3,3.898074e-06,0.00012516207,0.9998709
28f54d0a641445d09a9632ec0af9a888,0.00039756944,0.0013420888,0.9982603
e7f46a0712f34d7587166e9aadbb0eef,0.005343766,0.42101255,0.5736437
7fd078b1b38c454e86a760dd8230d017,0.00013863937,0.9998247,3.6707763e-05
4d58efb33076458cb5f9fb89126fbc48,3.5828668e-06,0.00011718491,0.99987924
963ae963ca8e4be9ad3dbb025e1d8f73,0.8258106,0.09251548,0.08167393
41c8d8bf82504066b94c8382263f90f4,0.00035851187,0.0026123994,0.9970291
f6f7163871de4c8c9ac611afe295dc7a,3.6371246e-06,0.00011399841,0.99988234
3920ef3075c54fdba3c808d29310dcdb,4.0041946e-06,0.0001282415,0.9998677
55170605e05849c9b52cf6af3c1d7cde,0.00029043804,0.00067330734,0.9990362
629dd098dbfa4c74bb48d0abe461ff5f,3.899611e-06,0.000117235824,0.99987876
497f0ad26f234443a571b2c1ab1ede1d,0.000107104206,0.01360803,0.98628485
a9870141545b4291b0eee10729b134fb,0.00016871875,0.001109021,0.99872226
11b694a51a8d4e0e85a1bbf089045aa1,0.00027938778,0.0005554745,0.99916506
b113b12ab1254f80b76a188033882855,0.0006186287,0.9221776,0.07720381
6872baa62ec94e25a67fa845e3780682,0.99984264,0.00014985872,7.489899e-06
5fcf7659b97b49fa99654b075f02cc5f,9.454131e-06,0.0010794352,0.99891114
2c9865f59cea4429baf22e8e9ac9b063,3.5811117e-06,0.000116892734,0.9998795
45ba88f3839f4e0aa7831f32d5593519,3.5750775e-06,0.00012031604,0.99987614
a2e158fc0b5c414bb5b2beb95d657746,9.049045e-06,0.0010396404,0.9989513
e84836a0660f429394ed80916ef74876,0.35852242,0.1442616,0.49721602
3b08dc09cee24b64b291cb65d96b0568,4.529862e-05,0.0006558723,0.9992988
7adbee5c5b354a609b20f5b13c98e7f9,0.00036468785,0.99955744,7.7912446e-05
1a9e51c6a1584ab4b56c72b45cdc441f,0.046731,0.93348604,0.019782977
bc6b3f9b36d849a79def7a3a1955d9f8,0.00044527106,0.00037318064,0.99918157
22ac3a31ddd549ac8646ebd74241440d,3.6331357e-06,0.00011757746,0.9998789
c9da3c19f96940f08d6aba4fb4f85373,0.0028623843,0.0006228075,0.9965148
2eed1ec2db424dc5a0e37f7b169eccda,3.5826497e-06,0.000115818046,0.99988055
4bfdc7bffee64d2caf5881d5516c17a2,9.291162e-06,0.00037611934,0.9996146
fc87aecfe4e64cfbbe98dfcc2d0fc459,0.011338502,0.8451878,0.14347368
677c84d9675c463581bbc1bc950d7512,3.6607098e-06,0.00011520694,0.999881
2de0320434fe405e9726fddfb1c97fb8,8.032251e-06,0.00018993564,0.99980205
a1865945914641dbb2bb8b11b81cb725,4.233826e-06,0.00013336906,0.9998623
cdb12483d6a44fb3a2cb4f4c46c9804b,3.808498e-06,0.00012632163,0.9998698
b3eefa0b08b5458dbf279b4d4ecaec36,3.624476e-06,0.00011396919,0.99988246
acae9f08aa0e4717aaacee9b0ff3f8ac,0.012418742,0.0069516296,0.9806296
c783dba1159f45389be76c4868c50870,0.00013692502,0.05737636,0.94248664
5293713360574e6d9458105d773b4afe,0.011718752,0.7590522,0.22922906
2a0bad7c0bf449a5a5217282bde05ecf,0.8510704,0.004540414,0.14438917
b688400af64a4d23a3973fc9944386d0,0.0001656908,0.99943465,0.00039958896
16cdd5ccf4b94c6497164500a19a93ae,1.7590637e-05,0.0085512195,0.9914312
601ace4e5c0744268dedc89d66a765bb,4.558553e-06,0.0001590511,0.99983644
cecae64ce4f1429ba7f1a413b5fdd07c,3.6122117e-06,0.00011409195,0.99988234
bb9190ac4e634ea68396a7579a242138,8.99987e-06,0.0012147167,0.99877626
c1dbbe5b5975447e9af1a1f4b9e60a77,0.00879884,0.97609556,0.015105625
0516d854546c4fce9829e4478e8fc397,3.7271522e-05,0.012316048,0.9876466
bb604de4715a42f28e1f04a275e0be6d,3.6368567e-06,0.000119964556,0.9998764
ec9ed09dd2484383b66859b200267550,0.0002507953,0.1989088,0.80084044
f206564c04f34430a003cdf5aa8e1e47,3.9923507e-06,0.00011997676,0.999876
72e690e02b944ae1b7c68e4e5d8ac814,6.0453544e-06,0.00013542875,0.9998585
e41a77538aa8480d8464b2f0c0967d73,8.6115564e-05,0.013977129,0.9859367
3ed9330eb086494eb7af8cb5a23210d6,0.00088723394,0.09068048,0.90843225
c5367ca2bf75400188930375fe6b17ad,4.055807e-05,0.014149571,0.98580986
e1f60a61b72749ffafbce2266100ffb3,3.8827734e-06,0.00012695437,0.9998691
47606fb8196140f8a103befbc584e590,0.015397644,0.058197945,0.9264044
091e3d8b17a14e72b1d1af3a5d79a53a,3.7606926e-06,0.00013322906,0.9998629
6c169ec3c3204671aca88b88e567d51b,0.00032228362,0.99912065,0.00055701897
0d711336bf844b51b81516a57010b9ef,2.280248e-05,0.0009911807,0.99898607
3db2cae2a0364674bee24885dd781386,0.0001043373,0.99985445,4.1216e-05
532343a75897489eb7303ff2612af8f5,6.712694e-05,0.0022156192,0.9977174
88fbb71a8e58470db7d37f4edf514299,0.00032228362,0.99912065,0.00055701897
6d1e1dccc0e14260a13172de2677424e,0.0001100586,0.9998031,8.680965e-05
1af62727678544ba8bcd31c3805926c8,0.0014597762,0.9879117,0.010628543
717d40edb18b404a94c3fb0856ccfdd2,1.5711385e-05,0.0056331265,0.994351
dab093e45ca84021993c8b209a5f7282,3.591203e-06,0.000118272386,0.99987817
d4cc17eae0ce47e984eb1cf2ea022901,0.011815233,0.001337607,0.9868472
207ec6b3fe3f4b1987c4e1aa976d3da0,0.001249661,0.0024464433,0.9963039
fecb41b9bc9346778cf81516b98927fc,0.9995764,0.000405091,1.8496512e-05
2b909072a85f466d8695c95cdaa775eb,3.6732297e-06,0.000118938726,0.99987733
06b0d9ecb1f5462dae724f9a40201018,3.5514893e-06,0.000116728326,0.9998797
dc81e263e9444ea9be026fa7cba68cda,2.7064621e-05,0.0003894502,0.99958354
6dcfe3cf5cbe4e45a25838f8d4f5d482,3.5556706e-05,0.0024979017,0.99746656
b4847e1e717b4095986c1f9b7737aeba,3.5929584e-06,0.00011602564,0.99988043
63c0f2434a324592869dc7292bf33fa6,0.000102884376,0.013444805,0.98645234
3d56603b72cb446fac4e16dde8ed41c4,1.2431416e-05,0.0031576871,0.9968298
641028b288dd40248d33b1de2d51543f,0.00078156526,0.0047329343,0.99448544
a11b324942054ef395fefd7ab7f3afba,0.0002915781,0.3933747,0.6063337
47dbcb4a35fc4e94b0405af710d3f3af,8.464673e-06,0.00025271293,0.9997389
b1df0a43e22f48f7a2b4f568a0d2e401,0.00018568897,0.99850744,0.0013068252
77197c4c6faf46bfba69915185b848de,8.371201e-05,0.0012293106,0.99868697
